"cli_pro_id";"producto";"clien";"prod_name";"consumo_pro";"u_ventas";"epoca";"ser_reque";"prov_act"
2382;1;6384;2;0;0;1;1;1
2383;2;6386;19;240;0;1;1;3
2384;2;6387;12;615;3;1;1;3
2385;2;6387;1;24;0;1;1;3
2386;2;6387;51;20;0;1;1;3
2388;2;5695;72;0;0;4;1;51
2389;2;6388;19;0;10;8;1;3
2390;2;6388;31;0;10;8;1;3
2391;2;6388;41;0;4;8;1;3
2393;2;5748;59;0;0;1;1;51
2394;2;1812;15;0;0;1;1;86
2395;2;1812;20;0;0;1;1;86
2396;2;1812;73;0;0;1;1;86
2397;2;5866;45;0;0;1;1;39
2398;2;5866;12;0;0;1;1;39
2399;2;5866;24;0;0;1;1;39
2400;1;1777;2;0;0;4;1;1
2401;2;1777;59;0;0;4;1;1
2402;2;5234;59;0;0;5;1;42
2403;1;1622;2;0;0;1;1;1
2404;2;1622;12;0;0;1;1;1
2405;2;1622;45;0;0;1;1;1
2406;2;1622;15;0;0;1;1;1
2407;2;1622;46;0;0;1;1;1
2408;4;1622;9;0;0;1;1;1
2409;3;1622;59;0;0;1;1;12
2410;1;5571;2;10000;0;1;1;10
2411;2;5571;12;120;6;1;1;3
2412;2;5571;39;120;6;9;1;3
2413;2;5571;46;144;8;1;1;3
2414;1;1581;2;0;0;1;1;10
2415;2;1581;46;40;2;1;1;3
2416;1;6243;2;0;0;1;1;75
2417;2;6243;12;0;0;1;1;3
2418;2;6243;45;0;0;1;1;3
2419;2;6243;20;0;0;1;1;3
2420;2;6243;46;0;0;1;1;3
2421;1;6245;2;60000;0;1;1;35
2422;2;6245;12;400;0;1;1;35
2423;2;6245;46;400;0;1;1;35
2424;4;6245;9;1000;0;1;1;5
2425;3;6245;6;1000;0;1;1;72
2426;3;6245;74;1000;0;1;1;72
2427;1;6250;2;2000;0;1;1;10
2428;2;6250;59;0;0;1;1;63
2429;2;6394;59;0;0;4;1;1
2430;1;6394;59;0;0;4;1;1
2431;2;6252;12;0;0;1;1;1
2432;2;6252;45;0;0;1;1;1
2433;2;6252;15;0;0;1;1;1
2434;4;6252;9;0;0;1;1;5
2435;1;6242;2;130000;0;4;1;87
2436;2;6242;61;0;0;4;1;88
2437;1;6241;2;0;0;4;1;15
2438;4;6241;9;0;0;4;1;34
2439;2;6237;12;0;0;4;1;3
2440;2;6237;45;0;0;4;1;3
2441;2;6237;15;0;0;4;1;3
2442;2;6237;46;0;0;4;1;3
2443;1;4654;2;0;0;4;1;10
2444;2;4654;24;500;25;1;1;21
2445;2;4654;71;160;8;1;1;21
2446;2;4654;11;60;3;1;1;21
2447;1;1764;2;10000;0;8;1;1
2448;2;1764;29;205;1;5;1;1
2449;2;1764;46;180;1;5;1;1
2450;2;1764;57;205;1;5;1;1
2451;1;5949;2;0;0;9;1;3
2452;1;5439;2;10000;0;4;1;3
2453;2;5572;45;60;3;1;1;3
2455;2;5097;45;205;1;1;1;3
2457;2;5531;45;0;0;1;1;3
2458;2;5531;12;0;0;1;1;3
2459;1;5531;2;20000;0;1;1;8
2460;1;1809;2;200000;0;1;1;32
2461;4;1809;9;29000;0;1;1;3
2462;1;5756;2;20000;0;1;1;10
2463;2;5756;12;615;3;1;1;10
2464;2;5756;8;100;5;1;1;10
2465;2;5756;46;90;5;1;1;10
2466;1;4980;2;10000;0;1;1;89
2467;2;4980;12;410;2;1;1;3
2468;2;4980;46;54;3;1;1;3
2469;2;4980;14;820;4;1;1;3
2470;4;4980;9;15000;0;1;1;34
2471;2;4961;12;100;5;1;1;3
2472;2;4961;46;36;2;1;1;3
2473;5;5549;37;6000;240;4;1;3
2474;1;4893;2;15000;0;4;1;33
2475;2;4893;12;615;3;1;1;1
2476;2;4893;46;90;5;1;1;1
2477;4;4893;9;55000;0;1;1;33
2478;4;4893;75;1000;50;1;1;33
2479;4;4893;67;1200;60;1;1;33
2480;1;6251;2;0;0;1;1;10
2481;2;6251;12;0;0;1;1;32
2482;2;6251;45;0;0;1;1;32
2483;2;5328;12;615;3;1;1;3
2485;2;5328;24;410;2;1;1;3
2486;3;6251;59;0;0;1;1;38
2487;2;6251;9;0;0;1;1;6
2488;2;5328;8;80;4;1;1;3
2489;2;5328;20;80;4;1;1;3
2490;2;5328;46;90;5;1;1;3
2491;2;6262;62;0;0;4;1;51
2492;1;1922;2;0;0;4;1;1
2493;2;1922;12;0;0;4;1;1
2494;2;1922;45;0;0;4;1;1
2495;2;1922;15;0;0;4;1;1
2496;2;1922;46;0;0;4;1;1
2497;1;2033;2;0;0;4;1;35
2498;2;2033;59;0;0;4;1;90
2499;2;6276;19;360;30;5;1;9
2500;1;6123;2;0;0;1;1;10
2501;2;6276;19;180;15;5;1;91
2502;2;6123;12;820;4;1;1;3
2503;2;6123;49;205;1;1;1;3
2504;2;6276;41;120;10;5;1;92
2505;2;6123;46;40;2;1;1;3
2506;2;5548;12;410;2;1;1;3
2507;2;5548;45;20;1;1;1;3
2508;2;5548;15;80;4;1;1;3
2509;1;5242;2;80000;0;1;1;75
2510;2;5548;51;100;5;1;1;3
2511;2;5242;12;2050;10;1;1;38
2512;2;5548;46;108;6;1;1;3
2513;2;5548;19;1056;44;1;1;3
2514;1;4678;2;350000;0;1;1;93
2515;1;5373;2;6000;0;1;1;10
2516;2;4678;4;0;0;1;1;93
2517;2;4678;11;0;0;1;1;93
2518;2;5373;44;1025;5;1;1;3
2520;1;5722;2;5000;0;1;1;3
2521;1;5722;2;0;0;1;1;19
2522;2;5722;12;410;0;1;1;3
2523;2;5722;49;410;0;1;1;3
2524;2;4128;28;4100;20;1;1;3
2525;2;4128;50;1025;5;1;1;3
2526;2;5722;46;36;2;1;1;3
2527;2;4128;19;720;60;1;1;3
2528;2;5496;13;4920;24;1;1;3
2529;2;5496;12;2460;12;1;1;3
2530;2;5496;24;2460;12;1;1;3
2532;1;6272;2;50000;0;4;1;32
2533;2;6272;4;0;0;4;1;32
2534;1;5952;2;0;0;1;1;1
2535;2;5952;12;0;0;1;1;1
2536;2;5952;45;0;0;1;1;1
2537;2;5952;15;0;0;1;1;1
2538;4;5952;59;0;0;1;1;6
2539;1;6271;2;1500000;0;1;1;30
2540;1;6271;3;1500000;0;1;1;30
2541;2;6271;12;0;0;1;1;30
2542;2;6271;45;0;0;1;1;30
2543;3;5952;59;0;0;1;1;2
2544;2;6271;15;0;0;1;1;30
2545;2;6271;46;0;0;1;1;30
2546;2;1528;59;0;0;4;1;94
2547;1;6267;2;10000;0;1;1;8
2548;2;6267;45;0;0;1;1;3
2549;1;6265;2;200000;0;1;1;49
2550;2;6265;61;1200;0;1;1;79
2551;2;6265;17;1200;0;1;1;79
2552;4;6264;10;29000;0;4;1;3
2553;1;6263;2;2000;0;4;1;3
2554;1;1676;2;10000;0;1;1;10
2555;2;1676;12;0;0;1;1;61
2556;2;1676;45;0;0;1;1;61
2557;2;1676;46;0;0;1;1;61
2558;1;4205;2;0;0;1;1;10
2559;2;4205;12;2050;10;1;1;3
2560;2;4205;24;1025;5;1;1;3
2561;2;6253;1;0;0;1;1;95
2562;2;6253;19;48;0;1;1;95
2563;1;6254;2;750000;0;4;1;49
2565;2;6254;12;700;0;1;1;39
2566;2;6254;45;450;0;1;1;39
2567;1;1513;2;0;0;1;1;10
2568;4;1513;59;0;0;1;1;5
2569;3;1513;59;0;0;1;1;96
2570;1;5913;2;10000;0;1;1;10
2571;2;5913;24;615;3;1;1;3
2572;2;5913;49;200;10;1;1;3
2573;2;5913;55;80;4;1;1;3
2574;2;5913;45;40;2;1;1;3
2575;2;5913;46;90;5;1;1;3
2576;1;5653;2;6000;0;1;1;3
2577;2;5653;12;60;3;1;1;3
2578;1;6255;59;0;0;4;1;51
2579;2;5653;51;40;2;1;1;3
2580;2;6255;59;0;0;4;1;51
2581;2;5653;46;54;3;1;1;3
2582;3;6255;59;0;0;4;1;6
2583;2;5653;27;4000;20;1;1;12
2584;4;6255;9;0;0;4;1;2
2585;4;6255;9;0;0;4;1;5
2586;4;5653;9;25000;0;1;1;34
2587;4;6255;9;0;0;4;1;97
2588;3;5653;67;400;0;1;1;12
2589;3;5653;75;100;0;1;1;12
2590;3;5653;32;100;0;1;1;34
2591;1;5933;2;120000;0;1;1;46
2592;2;5933;12;0;4;1;1;3
2593;2;5933;51;0;4;1;1;3
2594;2;5933;46;0;1;1;1;3
2595;4;5933;9;0;290;1;1;3
2596;2;1710;12;100;5;1;1;3
2597;2;1710;45;100;5;1;1;3
2598;2;1710;66;60;3;1;1;9
2599;2;1710;46;54;3;1;1;3
2600;1;1938;2;30000;0;3;1;3
2601;1;1938;2;0;0;3;1;1
2602;1;5869;2;500000;0;1;1;1
2603;2;5869;12;4000;20;1;1;1
2604;2;5869;76;1000;5;1;1;1
2605;2;5869;45;2000;10;1;1;1
2606;2;5869;8;1000;5;1;1;1
2607;2;5869;20;600;3;1;1;1
2608;2;5869;46;1080;6;1;1;3
2609;2;5320;46;90;5;1;1;3
2610;1;5579;2;5000;0;1;1;3
2611;1;5579;2;0;0;1;1;8
2612;2;5579;44;1230;6;1;1;3
2613;1;4116;2;80000;0;1;1;16
2614;1;4116;2;0;0;1;1;1
2615;4;4116;33;0;220;1;1;3
2616;4;4116;34;0;220;1;1;3
2617;1;5364;2;1000;0;5;1;3
2618;2;5364;65;0;5;5;1;51
2619;2;5364;66;0;5;5;1;51
2620;2;5364;12;1025;5;5;1;51
2621;2;6257;77;20;1;1;1;3
2622;2;6256;46;400;20;1;1;3
2623;1;4433;12;10000;50;1;1;30
2624;1;4433;24;0;0;1;1;30
2625;1;4433;40;0;0;1;1;30
2626;1;4433;48;0;0;1;1;30
2627;1;4433;20;0;0;1;1;30
2628;1;4433;46;72;4;1;1;30
2629;1;4433;47;180;10;1;1;30
2630;2;6258;12;2460;12;1;1;3
2631;2;6258;1;240;12;1;1;3
2632;2;5458;13;1000;5;1;1;3
2633;1;5718;2;0;0;4;1;10
2634;2;5718;59;0;0;4;1;10
2635;1;5456;2;100000;0;1;1;3
2636;2;5456;12;600;3;1;1;3
2637;2;5456;51;600;3;1;1;3
2638;2;5456;46;180;1;1;1;3
2639;3;5456;6;200;0;1;1;3
2640;3;5456;75;100;0;1;1;3
2641;1;5824;2;2000;0;1;1;1
2642;1;6259;2;200000;0;1;1;3
2643;2;6259;24;2025;10;1;1;3
2644;1;3703;2;10000;0;1;1;3
2645;1;6298;2;30000;0;4;1;47
2646;2;6298;12;410;2;4;1;3
2647;2;6298;46;180;1;4;1;3
2648;1;5566;2;0;0;4;1;23
2649;2;5566;12;0;0;4;1;23
2650;2;5566;24;0;0;4;1;23
2651;2;5566;45;0;0;4;1;23
2652;2;5566;15;0;0;4;1;23
2653;2;5566;46;0;0;4;1;23
2654;2;6297;1;0;0;1;1;9
2655;2;6297;4;0;0;1;1;9
2656;2;6297;19;0;0;1;1;9
2657;2;6296;19;0;0;4;1;58
2658;1;3981;2;92000;0;1;1;21
2659;2;3981;12;0;0;1;1;21
2660;2;3981;45;0;0;1;1;21
2661;2;3981;15;0;0;1;1;21
2662;3;3981;67;0;0;1;1;12
2663;3;3981;75;0;0;1;1;38
2664;1;5441;2;1000;0;4;1;3
2665;1;5334;2;1000;0;4;1;3
2666;2;6260;26;0;0;1;1;51
2667;2;6260;1;0;0;1;1;51
2668;2;6260;25;0;0;1;1;51
2669;2;6260;12;0;0;1;1;51
2670;2;6260;24;0;0;1;1;51
2671;2;6260;71;0;0;1;1;42
2672;1;6282;2;0;0;4;1;51
2673;2;6282;12;0;0;4;1;51
2674;2;6282;24;0;0;4;1;51
2675;2;1894;45;205;1;1;1;3
2676;4;6282;9;0;0;4;1;50
2677;4;6282;9;0;0;4;1;3
2678;2;6281;30;600;50;5;1;3
2679;2;6281;31;300;25;5;1;3
2680;2;6281;41;240;20;5;1;3
2681;1;6300;2;0;0;1;1;52
2682;2;6300;12;205;1;1;1;3
2683;2;6300;45;205;1;1;1;3
2684;2;5940;14;0;15;1;1;3
2685;1;6302;2;2500;0;8;1;3
2686;2;5446;24;205;1;1;1;3
2687;4;5446;9;0;200;1;1;3
2689;2;5331;45;205;1;5;1;1
2690;2;5849;12;60;30;5;1;9
2691;2;5849;24;60;30;5;1;9
2692;2;5849;45;20;1;5;1;9
2693;2;5849;15;40;2;5;1;9
2694;2;5849;46;20;1;5;1;9
2695;5;5080;37;0;240;1;1;3
2696;5;4610;37;0;100;1;1;3
2697;2;1910;45;0;0;1;1;4
2698;2;1910;20;0;0;1;1;4
2699;1;6303;2;6000;0;4;1;3
2700;1;6303;2;4000;0;4;1;10
2701;2;6303;12;205;1;1;1;3
2702;2;6303;51;205;1;1;1;3
2703;2;6303;46;18;1;1;1;3
2704;2;6304;46;160;8;1;1;61
2706;1;6305;2;20000;0;1;1;98
2707;2;6305;45;0;0;1;1;62
2708;2;6305;24;0;0;1;1;62
2709;2;6305;12;0;0;1;1;62
2710;2;6305;15;0;0;1;1;62
2711;2;6305;46;0;0;1;1;62
2712;1;1625;2;20000;0;2;1;32
2713;2;1625;12;0;0;2;1;45
2714;2;1625;51;0;0;2;1;45
2715;2;1625;46;0;0;2;1;45
2716;1;5091;2;960000;0;1;1;10
2717;2;5091;12;2500;0;1;1;9
2718;2;5858;12;0;0;1;1;45
2719;2;5858;50;0;0;1;1;3
2720;3;6306;74;0;0;1;1;72
2721;3;6306;78;0;0;1;1;72
2722;3;6306;67;0;0;1;1;72
2723;3;6306;79;0;0;1;1;72
2724;1;1663;2;70000;0;1;1;99
2725;2;1663;24;0;0;1;1;1
2726;2;1663;51;0;0;1;1;1
2727;2;1663;8;0;0;1;1;1
2728;1;1647;2;0;0;1;1;1
2729;2;1647;24;0;0;1;1;1
2730;2;1647;5;0;0;1;1;1
2731;2;1647;15;0;0;1;1;1
2732;1;6308;2;0;0;1;1;51
2733;2;6309;12;205;1;1;1;3
2734;2;6310;59;0;0;4;1;24
2735;2;5961;12;410;2;1;1;3
2736;2;5961;45;820;4;1;1;3
2737;2;4475;28;4100;20;1;1;3
2738;2;4475;47;80;4;1;1;3
2739;2;4475;66;40;2;1;1;3
2740;1;4559;2;40000;0;1;1;3
2741;1;5923;2;80000;0;1;1;3
2742;2;5923;12;410;2;1;1;3
2743;2;5923;45;410;2;1;1;3
2744;2;5923;7;20;1;1;1;3
2745;1;5272;2;80000;0;1;1;3
2746;1;5348;2;40000;0;1;1;3
2747;2;5348;12;410;2;1;1;3
2748;1;5592;2;40000;0;1;1;3
2749;2;5592;12;205;1;1;1;3
2750;2;5969;45;205;1;1;1;3
2751;2;5969;65;20;1;1;1;3
2752;2;5969;66;20;1;1;1;3
2753;2;5969;7;20;1;1;1;3
2754;2;5283;12;820;4;1;1;3
2755;2;5283;49;205;1;1;1;3
2756;2;5283;55;205;1;1;1;3
2759;2;4028;12;40;2;1;1;3
2760;2;4028;45;20;1;1;1;3
2761;2;4028;1;40;0;1;1;3
2762;2;4028;46;20;0;1;1;3
2763;2;5753;12;615;3;1;1;3
2764;2;5753;24;410;2;1;1;3
2765;2;5753;49;205;1;1;1;3
2766;2;5753;46;80;4;1;1;3
2767;2;5539;12;40;2;1;1;3
2768;2;5539;49;20;1;1;1;3
2769;2;5539;46;20;1;1;1;3
2770;2;6311;19;0;1;1;1;3
2771;1;6312;2;50000;0;1;1;32
2772;2;6312;4;0;0;1;1;32
2773;1;1907;2;0;0;1;1;1
2774;1;1907;45;0;0;1;1;100
2775;2;6396;44;1230;6;1;1;3
2776;1;5942;2;0;0;1;1;4
2777;3;5942;9;0;50;1;1;101
2778;2;5448;1;0;10;1;1;3
2779;1;5834;2;11000;0;1;1;10
2780;2;5834;12;200;0;1;1;3
2781;2;5834;45;205;1;1;1;3
2782;2;5842;24;1000;0;1;1;3
2783;2;5842;24;1000;0;1;1;9
2784;2;5842;24;1000;0;1;1;61
2785;2;5842;12;1000;0;1;1;61
2786;2;5842;12;2000;0;1;1;9
2787;2;5842;12;2000;0;1;1;3
2788;2;5842;36;2000;0;1;1;3
2789;2;5842;13;3500;0;1;1;3
2790;2;5842;29;3500;0;1;1;3
2791;2;5842;40;2500;0;1;1;3
2792;2;5842;30;1500;0;1;1;9
2793;2;5842;31;600;0;1;1;9
2794;1;5791;2;10000;0;1;1;10
2795;1;5791;12;300;15;1;1;3
2796;1;5791;24;160;8;1;1;3
2797;1;5791;45;615;3;1;1;3
2798;1;5791;46;54;3;1;1;3
2799;1;5928;2;15000;0;4;1;3
2800;2;5928;12;205;1;1;1;3
2801;2;5928;45;820;4;1;1;3
2802;2;5928;46;54;3;1;1;3
2803;4;5928;9;0;320;1;1;3
2804;3;5928;67;0;0;1;1;12
2805;3;5928;75;0;0;1;1;12
2806;2;5826;12;240;12;1;1;3
2807;2;5826;12;0;0;1;1;9
2808;2;5826;19;1800;150;1;1;3
2809;2;5826;20;120;6;1;1;3
2810;2;5826;20;0;0;1;1;3
2811;2;5826;13;800;4;1;1;3
2812;2;5826;29;800;4;1;1;3
2813;2;5826;46;54;3;1;1;3
2814;2;5351;61;0;0;1;1;1
2815;2;5351;62;0;0;1;1;1
2816;2;6073;12;205;1;1;1;3
2817;2;6073;28;205;1;1;1;3
2818;2;6073;65;205;1;1;1;3
2819;4;5812;9;0;30;1;1;3
2820;3;5812;33;0;30;1;1;3
2821;4;6398;9;0;15;1;1;3
2822;4;6280;9;0;150;1;1;3
2823;1;6279;2;0;0;1;1;4
2824;2;6279;12;0;0;1;1;21
2825;2;6279;24;0;0;1;1;21
2826;4;6279;9;0;0;1;1;50
2827;2;6278;24;410;2;4;1;3
2828;2;6278;24;0;0;4;1;102
2829;2;6278;8;100;5;4;1;3
2830;2;6278;8;0;0;4;1;102
2831;2;6278;55;100;5;4;1;3
2832;1;5254;2;240000;0;1;1;30
2833;2;5254;4;0;0;1;1;3
2834;2;6277;4;0;0;4;1;103
2835;2;6277;46;0;0;4;1;103
2836;1;6157;2;5000;0;1;1;10
2837;2;6157;25;0;10;1;1;3
2838;2;6157;12;200;10;1;1;11
2839;1;5679;2;4000;0;1;1;3
2840;2;5679;12;410;2;1;1;3
2841;2;5679;45;410;2;1;1;3
2842;2;5679;19;410;2;1;1;3
2843;1;5354;2;50000;0;1;1;10
2844;2;5354;12;600;30;1;1;3
2845;2;5354;46;200;10;1;1;3
2846;1;5417;2;30000;0;1;1;3
2847;2;5417;12;615;3;1;1;1
2848;4;5417;9;116000;2320;1;1;51
2849;2;5417;14;30000;0;1;1;30
2850;2;5322;1;40;0;1;1;3
2852;2;5322;13;205;1;1;1;3
2853;2;5322;45;100;0;1;1;21
2854;2;5322;29;205;0;1;1;21
2855;2;4484;17;1435;7;1;1;51
2856;2;4484;51;1025;5;1;1;51
2857;2;4484;45;615;3;1;1;51
2858;2;4484;46;1435;3;1;1;51
2859;2;5915;1;120;6;1;1;3
2860;2;5915;15;100;5;1;1;3
2861;2;5915;16;60;3;1;1;3
2862;2;5915;19;0;2;1;1;3
2863;1;6065;2;20000;0;1;1;10
2864;1;6161;2;100000;0;1;1;10
2865;2;6161;45;2050;10;1;1;45
2866;2;6161;45;0;0;1;1;3
2867;2;6163;19;48;0;1;1;3
2868;2;2003;2;120000;0;1;1;1
2869;2;2003;14;0;15;1;1;3
2870;1;6167;2;60000;0;5;1;3
2871;2;6167;12;7200;0;1;1;51
2872;2;6167;45;7200;0;1;1;51
2873;2;6167;20;1200;0;1;1;51
2874;2;6167;80;2400;0;1;1;51
2875;2;6167;21;800;0;1;1;51
2876;2;6167;11;1800;0;1;1;51
2877;2;6167;8;2000;0;1;1;51
2878;2;5975;14;2050;10;1;1;3
2879;1;6171;2;10000;0;1;1;27
2880;1;6171;2;0;0;1;1;3
2881;2;5705;12;100;0;1;1;51
2882;2;5705;24;100;0;1;1;51
2883;2;5705;19;60;0;1;1;51
2884;2;5705;46;36;0;1;1;51
2885;4;5705;9;0;500;4;1;51
2886;3;5705;75;0;100;4;1;51
2887;3;5705;67;0;100;4;1;51
2888;2;5540;36;0;0;1;1;28
2889;2;5540;50;800;0;1;1;28
2890;2;5540;1;200;0;1;1;28
2891;2;5540;25;120;0;1;1;28
2892;2;5540;26;120;0;1;1;28
2893;2;6177;14;0;4;1;1;3
2894;3;6177;9;0;0;1;1;5
2895;3;6177;67;0;0;1;1;12
2896;3;6177;75;0;0;1;1;12
2897;3;6177;32;0;0;1;1;12
2898;1;1569;2;2000;0;3;1;9
2899;1;6185;2;0;0;1;1;10
2900;2;6185;4;0;0;1;1;1
2901;2;6185;4;0;0;1;1;45
2902;2;6185;11;0;0;1;1;1
2903;2;6185;14;0;890;1;1;1
2904;4;6185;9;0;890;1;1;1
2905;3;6185;59;0;890;1;1;51
2906;1;5155;2;30000;0;4;1;16
2907;1;5155;2;30000;0;1;1;3
2909;2;5155;62;0;0;1;1;21
2910;2;5155;61;0;0;1;1;21
2911;1;6186;2;20000;0;1;1;3
2912;1;5367;2;60000;0;1;1;32
2913;2;5367;24;615;3;1;1;32
2914;1;6187;2;500;0;1;1;3
2915;2;4679;11;0;0;1;1;28
2916;2;6190;12;0;0;4;1;3
2917;2;6190;12;0;0;4;1;9
2918;2;6190;45;0;0;4;1;9
2919;2;6190;45;0;0;4;1;3
2920;2;6190;11;0;0;4;1;3
2921;1;5751;3;0;0;1;1;10
2922;2;5751;59;0;0;1;1;11
2923;1;4798;2;0;0;1;1;4
2924;2;4798;12;0;0;1;1;3
2925;2;4798;12;0;0;1;1;1
2926;2;4798;11;0;0;1;1;1
2927;2;4798;11;0;0;1;1;3
2928;1;4929;2;0;0;4;1;1
2929;1;5055;2;0;0;1;1;32
2930;4;6199;59;0;0;4;1;1
2931;1;5483;2;20000;0;4;1;104
2932;1;5483;2;0;0;4;1;3
2933;2;5483;61;6000;0;1;1;21
2934;2;5483;62;2500;0;1;1;45
2935;2;5483;11;2500;0;1;1;45
2936;4;5483;59;0;0;1;1;6
2937;3;5483;59;0;0;1;1;6
2938;1;4835;2;0;0;1;1;4
2939;1;5723;2;0;0;4;1;10
2940;2;5723;59;0;0;3;1;39
2941;1;1601;2;0;0;1;1;30
2942;2;1601;49;0;0;1;1;1
2943;2;1601;20;0;0;1;1;1
2944;2;1601;46;0;0;1;1;1
2945;1;4157;59;3000;0;1;1;10
2946;2;6204;12;0;0;1;1;3
2947;2;6204;8;0;0;1;1;3
2948;2;6204;20;0;0;1;1;3
2949;2;6204;46;0;0;1;1;3
2950;4;4024;9;0;560;1;1;3
2951;1;4842;2;0;0;1;1;49
2952;2;4842;12;410;2;1;1;3
2953;2;4842;49;40;2;1;1;3
2954;2;4842;46;36;2;1;1;3
2955;1;5950;2;0;0;4;1;61
2956;2;5950;12;0;0;4;1;3
2957;2;6225;61;0;0;4;1;45
2958;2;6225;14;0;0;4;1;10
2959;1;5420;2;85000;0;5;1;3
2960;2;5420;12;615;3;5;1;3
2961;2;5420;45;615;3;5;1;3
2962;2;5420;20;50;0;5;1;3
2963;2;5420;7;205;1;5;1;3
2964;1;5585;2;80000;0;4;1;51
2966;4;5585;9;29000;0;1;1;51
2967;4;5585;61;0;0;1;1;51
2968;4;5585;61;0;0;1;1;51
2969;2;6045;12;100;0;1;1;3
2970;2;6045;81;12;0;1;1;3
2971;2;6045;46;18;0;1;1;3
2972;2;3877;61;0;0;1;1;3
2973;2;3877;62;0;0;1;1;9
2974;2;3877;11;0;0;1;1;61
2975;1;6399;2;0;0;1;1;36
2976;2;6399;61;0;0;1;1;62
2977;2;3782;61;0;0;1;1;3
2978;2;3782;62;0;0;1;1;9
2979;2;3782;62;0;0;1;1;28
2980;2;3782;11;0;0;1;1;9
2981;2;3916;19;0;20;1;1;3
2982;1;5611;2;0;0;4;1;36
2983;2;5611;61;0;0;4;1;38
2984;2;5611;14;0;0;4;1;12
2985;4;5611;9;0;0;4;1;12
2986;3;5611;10;0;0;4;1;72
2987;1;5117;2;0;0;1;1;3
2988;1;5117;2;0;0;1;1;1
2989;2;5117;24;0;0;1;1;1
2990;2;5117;12;0;0;1;1;3
2991;2;5117;65;0;0;1;1;3
2992;2;5117;14;0;0;1;1;12
2993;4;5117;9;0;0;1;1;12
2994;3;5117;10;0;0;1;1;38
2995;1;1521;2;80000;0;1;1;1
2996;1;1521;2;40000;0;1;1;1
2997;1;1521;2;40000;0;1;1;3
2998;2;1521;12;410;2;1;1;1
2999;2;1521;24;410;2;1;1;1
3000;2;1521;15;40;2;1;1;1
3001;2;1521;46;40;2;1;1;1
3002;4;1521;9;0;1740;1;1;51
3003;3;1521;10;0;1740;1;1;12
3004;2;4629;24;615;3;1;1;3
3005;2;4629;45;615;3;1;1;3
3006;2;4629;15;615;3;1;1;3
3007;2;4629;46;40;3;1;1;3
3008;1;4993;2;0;0;1;1;8
3009;2;4993;4;410;2;5;1;3
3010;2;4993;45;820;4;5;1;3
3011;2;4993;20;205;1;5;1;3
3012;2;4993;7;180;1;5;1;3
3013;1;4022;2;90000;0;1;1;3
3014;2;4022;12;1230;6;1;1;3
3015;2;4022;45;2460;12;1;1;3
3016;2;4022;76;120;0;1;1;3
3017;2;4022;46;100;0;1;1;3
3018;2;4657;12;615;3;1;1;3
3019;2;4657;24;615;3;1;1;3
3020;2;4657;20;80;4;1;1;3
3021;2;4657;15;410;2;1;1;3
3022;2;4657;46;80;4;1;1;3
3023;2;5027;12;2460;12;1;1;3
3024;2;5027;20;820;4;1;1;3
3025;2;5027;15;1230;6;1;1;3
3026;2;5027;48;80;4;1;1;3
3027;2;5027;46;860;3;1;1;3
3028;1;1652;2;0;0;1;1;55
3029;2;1652;61;0;0;1;1;55
3030;2;1652;62;0;0;1;1;55
3031;4;1652;59;0;0;1;1;106
3033;2;1652;14;0;0;4;1;106
3034;2;5440;61;0;0;1;1;3
3035;2;5440;61;0;0;1;1;9
3036;2;5440;62;0;0;1;1;9
3037;2;5440;62;0;0;1;1;3
3038;2;5440;7;0;0;1;1;3
3039;2;5524;61;0;0;1;1;3
3040;2;5524;62;0;0;1;1;9
3041;2;5524;11;0;0;1;1;3
3042;2;4142;4;2050;10;1;1;3
3043;2;4142;19;576;12;1;1;3
3044;2;4142;13;9800;48;1;1;3
3045;2;4142;15;1200;60;1;1;3
3046;2;4142;15;0;0;1;1;9
3047;2;4142;15;0;0;1;1;58
3048;2;4142;46;180;10;1;1;58
3049;1;5454;2;800000;0;1;1;35
3050;1;5454;2;0;0;1;1;49
3051;1;5454;2;0;0;1;1;3
3052;2;5454;12;0;10;1;1;51
3053;2;5454;45;0;5;1;1;30
3054;2;5454;46;0;3;1;1;30
3055;5;5454;58;0;200;1;1;30
3056;1;4039;2;2000000;0;1;1;3
3057;1;4039;2;2000000;0;1;1;35
3058;1;4039;2;2000000;0;1;1;30
3060;2;4039;24;0;50;1;1;51
3061;2;4039;49;0;10;1;1;51
3062;2;4039;46;0;10;1;1;51
3063;5;4039;58;1000;0;1;1;3
3064;1;5612;2;100000;0;1;1;1
3065;2;5612;24;0;15;1;1;51
3066;2;5612;15;0;6;1;1;51
3067;2;5612;46;0;2;1;1;51
3068;5;5612;58;100;0;1;1;3
3069;2;4424;61;9000;0;1;1;3
3070;2;4424;61;0;0;1;1;9
3071;2;4424;61;0;0;1;1;61
3072;2;4424;13;18000;0;1;1;3
3073;2;4424;13;0;0;1;1;9
3074;2;4424;15;0;0;1;1;107
3075;2;4424;7;0;0;1;1;108
3076;1;5505;2;400000;0;1;1;1
3077;2;5505;61;400000;0;1;1;1
3078;4;5505;9;400000;0;1;1;12
3079;3;5505;10;400000;0;1;1;38
3080;1;4999;2;100000;0;1;1;3
3081;2;4999;24;0;3;1;1;3
3082;2;4999;62;0;6;1;1;3
3083;4;4999;9;0;6;1;1;1
3084;4;4999;34;0;6;1;1;72
3085;3;4999;82;0;6;1;1;72
3086;2;4035;39;100;0;4;1;3
